ID	age	sex	investigator	location	emotion	responserating	RTrating	choiceHistory	current_time	coreTrialStart
40	31	male	14	Probraum	awarelayers3__0001s_0003_Op_Phone.png	0	14.687	[(None, 0.0), (0, 14.687)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareSave_gun.png	100	6.887	[(None, 0.0), (0, 0.003), (1, 1.324), (2, 1.407), (3, 1.489), (4, 1.574), (5, 1.638), (6, 1.725), (7, 1.819), (8, 1.888), (9, 1.974), (10, 2.037), (11, 2.087), (12, 2.122), (13, 2.156), (14, 2.187), (15, 2.223), (16, 2.273), (17, 2.287), (18, 2.322), (19, 2.373), (20, 2.406), (21, 2.437), (22, 2.473), (23, 2.524), (24, 2.556), (25, 2.587), (26, 2.622), (27, 2.657), (28, 2.706), (29, 2.723), (30, 2.756), (31, 2.807), (32, 2.837), (33, 2.873), (34, 2.906), (35, 2.937), (36, 2.987), (37, 3.023), (38, 3.056), (39, 3.087), (40, 3.122), (41, 3.156), (42, 3.206), (43, 3.237), (44, 3.273), (45, 3.306), (46, 3.337), (47, 3.373), (48, 3.424), (49, 3.461), (50, 3.487), (51, 3.522), (52, 3.556), (53, 3.587), (54, 3.637), (55, 3.672), (56, 3.687), (57, 3.737), (58, 3.773), (59, 3.806), (60, 3.837), (61, 3.887), (62, 3.923), (63, 3.956), (64, 3.987), (65, 4.023), (66, 4.073), (67, 4.087), (68, 4.123), (69, 4.173), (70, 4.206), (71, 4.237), (72, 4.272), (73, 4.323), (74, 4.356), (75, 4.388), (76, 4.422), (77, 4.456), (78, 4.506), (79, 4.523), (80, 4.556), (81, 4.606), (82, 4.637), (83, 4.672), (84, 4.706), (85, 4.737), (86, 4.788), (87, 4.823), (88, 4.855), (89, 4.887), (90, 4.923), (91, 4.956), (92, 5.006), (93, 5.037), (94, 5.073), (95, 5.106), (96, 5.157), (97, 5.173), (98, 5.222), (99, 5.257), (100, 5.287), (100, 6.887)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareSave_phone.png	100	11.735	[(None, 0.0), (100, 0.003), (100, 11.735)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awarelayers3__0001s_0004_Op_HandBack.png	50	5.221	[(None, 0.0), (100, 0.003), (99, 1.071), (98, 1.152), (97, 1.238), (96, 1.321), (95, 1.387), (94, 1.487), (93, 1.552), (92, 1.652), (91, 1.72), (90, 1.788), (89, 1.82), (88, 1.851), (87, 1.888), (86, 1.92), (85, 1.952), (84, 1.987), (83, 2.037), (82, 2.07), (81, 2.101), (80, 2.137), (79, 2.187), (78, 2.202), (77, 2.251), (76, 2.287), (75, 2.321), (74, 2.351), (73, 2.387), (72, 2.421), (71, 2.471), (70, 2.501), (69, 2.537), (68, 2.57), (67, 2.606), (66, 2.638), (65, 2.686), (64, 2.72), (63, 2.751), (62, 2.787), (61, 2.82), (60, 2.851), (59, 2.902), (58, 2.937), (57, 2.97), (56, 3.001), (55, 3.037), (54, 3.087), (53, 3.101), (52, 3.521), (51, 3.602), (50, 3.698), (49, 3.753), (48, 3.851), (47, 3.938), (48, 4.487), (49, 4.571), (50, 4.652), (50, 5.221)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareguycaro.png	100	5.75	[(None, 0.0), (50, 0.003), (51, 1.102), (52, 1.201), (53, 1.287), (54, 1.37), (55, 1.437), (56, 1.52), (57, 1.601), (58, 1.687), (59, 1.751), (60, 1.837), (61, 1.92), (62, 2.022), (63, 2.087), (64, 2.137), (65, 2.17), (66, 2.22), (67, 2.237), (68, 2.286), (69, 2.321), (70, 2.356), (71, 2.386), (72, 2.419), (73, 2.47), (74, 2.502), (75, 2.536), (76, 2.57), (77, 2.601), (78, 2.651), (79, 2.687), (80, 2.72), (81, 2.751), (82, 2.786), (83, 2.821), (84, 2.851), (85, 2.902), (86, 2.936), (87, 2.97), (88, 3.001), (89, 3.036), (90, 3.086), (91, 3.12), (92, 3.151), (93, 3.186), (94, 3.219), (95, 3.252), (96, 3.301), (97, 3.337), (98, 3.369), (99, 3.402), (100, 3.436), (100, 5.75)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awarecontrolguy.png	50	7.024	[(None, 0.0), (100, 0.004), (99, 1.31), (98, 1.394), (97, 1.475), (96, 1.56), (95, 1.625), (94, 1.711), (93, 1.812), (92, 1.86), (91, 1.874), (90, 1.925), (89, 1.96), (88, 1.994), (87, 2.044), (86, 2.06), (85, 2.11), (84, 2.143), (83, 2.174), (82, 2.21), (81, 2.243), (80, 2.274), (79, 2.325), (78, 2.343), (77, 2.393), (76, 2.424), (75, 2.46), (74, 2.493), (73, 2.524), (72, 2.575), (71, 2.61), (70, 2.643), (69, 2.674), (68, 2.725), (67, 2.76), (66, 2.774), (65, 2.824), (64, 2.86), (63, 2.894), (62, 2.924), (61, 2.96), (60, 3.01), (59, 3.044), (58, 3.074), (57, 3.11), (56, 3.16), (55, 3.175), (54, 3.625), (53, 3.711), (52, 3.774), (51, 3.875), (50, 3.961), (50, 7.024)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awarelayers3__0001s_0002_Op_Gun.png	80	22.268	[(None, 0.0), (50, 0.003), (51, 1.538), (52, 1.604), (53, 1.704), (54, 1.769), (55, 1.855), (56, 1.938), (57, 2.019), (58, 2.105), (59, 2.169), (60, 2.254), (61, 2.355), (62, 2.418), (63, 2.504), (64, 2.537), (65, 2.569), (66, 2.604), (67, 2.637), (68, 2.668), (69, 2.718), (70, 2.754), (71, 2.787), (72, 2.818), (73, 2.854), (74, 2.905), (75, 2.918), (76, 2.968), (77, 3.004), (78, 3.037), (79, 3.068), (80, 3.104), (81, 3.154), (82, 3.187), (83, 3.218), (84, 3.254), (85, 3.287), (86, 3.338), (87, 3.354), (88, 3.404), (89, 3.438), (90, 3.472), (91, 3.503), (92, 3.554), (93, 3.568), (94, 3.618), (95, 3.654), (96, 3.687), (97, 3.719), (98, 3.754), (99, 3.804), (100, 3.837), (99, 7.704), (98, 7.737), (97, 7.768), (96, 7.819), (95, 7.837), (94, 7.887), (93, 7.918), (92, 7.954), (91, 7.987), (90, 8.019), (89, 8.068), (88, 8.104), (87, 8.138), (86, 8.168), (85, 8.204), (84, 8.238), (83, 8.288), (84, 8.719), (85, 8.805), (86, 8.888), (87, 8.969), (88, 9.554), (89, 9.655), (90, 9.719), (91, 9.819), (92, 9.89), (93, 9.968), (94, 10.054), (95, 10.138), (96, 10.219), (97, 10.305), (98, 10.369), (99, 10.454), (100, 10.538), (99, 15.838), (98, 15.919), (97, 16.005), (96, 16.088), (95, 16.154), (94, 16.238), (93, 16.338), (92, 16.404), (91, 16.488), (90, 16.554), (89, 16.604), (88, 16.888), (87, 16.969), (86, 17.055), (85, 17.138), (84, 17.688), (83, 17.754), (82, 17.838), (81, 17.919), (80, 18.005), (79, 18.088), (78, 18.154), (77, 18.755), (76, 18.838), (75, 18.919), (74, 18.988), (73, 19.069), (72, 19.154), (71, 19.238), (72, 19.587), (73, 19.669), (74, 19.755), (75, 19.838), (76, 19.905), (77, 19.988), (78, 20.069), (77, 20.455), (76, 20.538), (75, 20.638), (76, 20.955), (77, 21.039), (78, 21.119), (79, 21.204), (80, 21.269), (81, 21.355), (82, 21.438), (83, 21.538), (82, 21.889), (81, 21.954), (80, 22.055), (80, 22.268)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareyellow.PNG	0	8.291	[(None, 0.0), (80, 0.004), (81, 0.058), (80, 2.693), (79, 2.774), (78, 2.842), (77, 2.923), (76, 3.01), (75, 3.11), (74, 3.173), (73, 3.26), (72, 3.342), (71, 3.423), (70, 3.493), (69, 3.593), (68, 3.659), (67, 3.709), (66, 3.742), (65, 3.792), (64, 3.823), (63, 3.858), (62, 3.892), (61, 3.923), (60, 3.973), (59, 4.009), (58, 4.041), (57, 4.073), (56, 4.109), (55, 4.142), (54, 4.192), (53, 4.209), (52, 4.259), (51, 4.292), (50, 4.323), (49, 4.359), (48, 4.393), (47, 4.423), (46, 4.473), (45, 4.508), (44, 4.542), (43, 4.573), (42, 4.608), (41, 4.658), (40, 4.673), (39, 4.724), (38, 4.759), (37, 4.792), (36, 4.823), (35, 4.859), (34, 4.909), (33, 4.942), (32, 4.973), (31, 5.009), (30, 5.059), (29, 5.073), (28, 5.108), (27, 5.159), (26, 5.192), (25, 5.223), (24, 5.258), (23, 5.292), (22, 5.343), (21, 5.373), (20, 5.408), (19, 5.442), (18, 5.473), (17, 5.508), (16, 5.542), (15, 5.592), (14, 5.623), (13, 5.658), (12, 5.692), (11, 5.723), (10, 5.773), (9, 5.809), (8, 5.841), (7, 5.873), (6, 5.909), (5, 5.942), (4, 5.992), (3, 6.009), (2, 6.059), (1, 6.092), (0, 6.123), (0, 8.291)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareblack.PNG	100	6.315	[(None, 0.0), (100, 6.315)]	15:12:11.042262	1557.703
40	31	male	14	Probraum	awareblue.PNG	50	5.043	[(None, 0.0), (100, 0.003), (99, 1.079), (98, 1.163), (97, 1.244), (96, 1.33), (95, 1.393), (94, 1.48), (93, 1.564), (92, 1.629), (91, 1.662), (90, 1.713), (89, 1.729), (88, 1.779), (87, 1.813), (86, 1.843), (85, 1.878), (84, 1.929), (83, 1.963), (82, 1.993), (81, 2.029), (80, 2.062), (79, 2.113), (78, 2.129), (77, 2.162), (76, 2.212), (75, 2.243), (74, 2.279), (73, 2.312), (72, 2.343), (71, 2.393), (70, 2.429), (69, 2.462), (68, 2.493), (67, 2.529), (66, 2.562), (65, 2.593), (64, 2.644), (63, 2.678), (62, 2.713), (61, 2.743), (60, 2.778), (59, 2.829), (58, 2.862), (57, 2.879), (56, 2.929), (55, 2.962), (54, 2.993), (53, 3.029), (52, 3.079), (51, 3.629), (50, 3.713), (49, 3.779), (48, 3.863), (49, 4.444), (50, 4.529), (50, 5.043)]	15:12:11.042262	1557.703
