ID	age	sex	investigator	location	emotion	responserating	RTrating	choiceHistory	current_time	coreTrialStart
50	32	male	14	Probraum	awareSave_phone.png	50	25.422	[(None, 0.0), (50, 25.422)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awarelayers3__0001s_0002_Op_Gun.png	0	7.106	[(None, 0.0), (50, 0.003), (49, 1.807), (48, 1.891), (47, 1.972), (46, 2.057), (45, 2.131), (44, 2.206), (43, 2.29), (42, 2.372), (41, 2.457), (40, 2.54), (39, 2.62), (38, 2.706), (37, 2.79), (36, 2.842), (35, 2.87), (34, 2.906), (33, 2.956), (32, 2.97), (31, 3.006), (30, 3.056), (29, 3.09), (28, 3.12), (27, 3.156), (26, 3.206), (25, 3.239), (24, 3.27), (23, 3.307), (22, 3.339), (21, 3.37), (20, 3.406), (19, 3.439), (18, 3.489), (17, 3.52), (16, 3.556), (15, 3.589), (14, 3.62), (13, 3.671), (12, 3.706), (11, 3.739), (10, 3.77), (9, 3.805), (8, 3.839), (7, 3.87), (6, 3.921), (5, 3.955), (4, 3.989), (3, 4.02), (2, 4.055), (1, 4.106), (0, 4.139), (0, 7.106)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awarelayers3__0001s_0003_Op_Phone.png	0	3.688	[(None, 0.0), (0, 0.003), (0, 3.688)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awarelayers3__0001s_0004_Op_HandBack.png	0	1.519	[(None, 0.0), (0, 0.004), (0, 1.519)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awareSave_gun.png	50	8.618	[(None, 0.0), (0, 0.004), (1, 1.337), (2, 1.419), (3, 1.505), (4, 1.605), (5, 1.668), (6, 1.754), (7, 1.838), (8, 1.904), (9, 1.937), (10, 1.953), (11, 2.004), (12, 2.037), (13, 2.068), (14, 2.103), (15, 2.154), (16, 2.187), (17, 2.218), (18, 2.253), (19, 2.287), (20, 2.337), (21, 2.354), (22, 2.403), (23, 2.437), (24, 2.468), (25, 2.504), (26, 2.537), (27, 2.568), (28, 2.604), (29, 2.654), (30, 2.687), (31, 2.718), (32, 2.754), (33, 2.804), (34, 2.818), (35, 2.868), (36, 2.904), (37, 2.938), (38, 2.954), (39, 3.004), (40, 3.337), (41, 3.404), (42, 3.505), (43, 3.654), (51, 4.804), (52, 4.818), (51, 5.119), (50, 5.487), (49, 5.554), (50, 6.038), (50, 8.618)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awarecontrolguy.png	0	6.675	[(None, 0.0), (50, 0.004), (49, 2.412), (48, 2.511), (47, 2.575), (46, 2.661), (45, 2.725), (44, 2.826), (43, 2.911), (42, 2.994), (41, 3.061), (40, 3.144), (39, 3.225), (38, 3.312), (37, 3.375), (36, 3.411), (35, 3.445), (34, 3.475), (33, 3.51), (32, 3.544), (31, 3.594), (30, 3.625), (29, 3.66), (28, 3.694), (27, 3.744), (26, 3.761), (25, 3.81), (24, 3.844), (23, 3.875), (22, 3.911), (21, 3.961), (20, 3.975), (19, 4.025), (18, 4.061), (17, 4.094), (16, 4.125), (15, 4.175), (14, 4.211), (13, 4.244), (12, 4.275), (11, 4.311), (10, 4.344), (9, 4.395), (8, 4.425), (7, 4.444), (6, 4.494), (5, 4.525), (4, 4.575), (3, 4.594), (2, 4.625), (1, 4.675), (0, 5.212), (0, 6.675)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awareguycaro.png	50	6.988	[(None, 0.0), (0, 0.004), (1, 1.204), (2, 1.288), (3, 1.369), (4, 1.455), (5, 1.519), (6, 1.605), (7, 1.688), (8, 1.769), (9, 1.838), (10, 1.938), (11, 2.02), (12, 2.054), (13, 2.104), (14, 2.119), (15, 2.191), (16, 2.205), (17, 2.219), (18, 2.268), (19, 2.304), (20, 2.355), (21, 2.387), (22, 2.419), (23, 2.454), (24, 2.505), (25, 2.523), (26, 2.556), (27, 2.604), (28, 2.938), (29, 3.039), (30, 3.104), (31, 3.188), (32, 3.273), (33, 3.354), (34, 3.419), (35, 3.506), (36, 3.719), (37, 3.819), (38, 3.888), (39, 4.054), (40, 4.138), (41, 4.219), (42, 4.308), (43, 4.387), (44, 4.455), (45, 4.738), (46, 4.819), (47, 5.054), (48, 5.138), (49, 5.404), (50, 5.919), (51, 5.969), (50, 6.519), (50, 6.988)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awareyellow.PNG	0	8.493	[(None, 0.0), (50, 0.004), (49, 2.675), (48, 2.761), (47, 2.844), (46, 2.925), (45, 3.011), (44, 3.094), (43, 3.175), (42, 3.261), (41, 3.325), (40, 3.41), (39, 3.494), (38, 3.576), (37, 3.663), (36, 3.694), (35, 3.725), (34, 3.76), (33, 3.811), (32, 3.843), (31, 3.875), (30, 3.91), (29, 3.961), (28, 3.975), (27, 4.01), (26, 4.061), (25, 4.093), (24, 4.125), (23, 4.16), (22, 4.194), (21, 4.244), (20, 4.275), (19, 4.31), (18, 4.344), (17, 4.374), (16, 4.41), (15, 4.444), (14, 4.494), (13, 4.525), (12, 4.56), (11, 4.594), (10, 4.625), (9, 4.675), (8, 4.71), (7, 4.725), (6, 4.775), (5, 4.81), (4, 4.843), (3, 4.875), (2, 4.91), (1, 4.961), (0, 4.993), (0, 8.493)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awareblack.PNG	100	6.781	[(None, 0.0), (0, 0.003), (1, 1.082), (2, 1.182), (3, 1.246), (4, 1.346), (5, 1.396), (6, 1.496), (7, 1.582), (8, 1.665), (9, 1.731), (10, 1.815), (11, 1.896), (12, 1.932), (13, 1.982), (14, 1.996), (15, 2.046), (16, 2.082), (17, 2.115), (18, 2.146), (19, 2.196), (20, 2.231), (21, 2.265), (22, 2.296), (23, 2.331), (24, 2.365), (25, 2.415), (26, 2.431), (27, 2.481), (28, 2.515), (29, 2.546), (30, 2.581), (31, 2.631), (32, 2.646), (33, 2.696), (34, 2.732), (35, 2.764), (36, 2.796), (37, 2.846), (38, 2.881), (39, 2.914), (40, 2.946), (41, 2.981), (42, 3.031), (43, 3.046), (44, 3.081), (45, 3.131), (46, 3.164), (47, 3.196), (48, 3.231), (49, 3.282), (50, 3.315), (51, 3.331), (52, 3.382), (53, 3.415), (54, 3.465), (55, 3.481), (56, 3.515), (57, 3.565), (58, 3.596), (59, 3.631), (60, 3.665), (61, 3.696), (62, 3.731), (63, 3.781), (64, 3.815), (65, 3.846), (66, 3.892), (67, 3.919), (68, 3.946), (69, 3.996), (70, 4.032), (71, 4.064), (72, 4.095), (73, 4.131), (74, 4.165), (75, 4.215), (76, 4.231), (77, 4.281), (78, 4.315), (79, 4.346), (80, 4.381), (81, 4.431), (82, 4.446), (83, 4.496), (84, 4.531), (85, 4.565), (86, 4.596), (87, 4.646), (88, 4.681), (89, 4.714), (90, 4.746), (91, 4.781), (92, 4.832), (93, 4.846), (94, 4.881), (95, 4.932), (96, 4.965), (97, 4.996), (98, 5.031), (99, 5.082), (100, 5.115), (100, 6.781)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	awareblue.PNG	50	6.265	[(None, 0.0), (100, 0.003), (99, 0.799), (98, 0.88), (97, 0.967), (96, 1.05), (95, 1.116), (94, 1.2), (93, 1.3), (92, 1.381), (91, 1.45), (90, 1.531), (89, 1.616), (88, 1.631), (87, 1.68), (86, 1.716), (85, 1.749), (84, 1.78), (83, 1.83), (82, 1.849), (81, 1.899), (80, 1.93), (79, 1.966), (78, 1.999), (77, 2.03), (76, 2.066), (75, 2.116), (74, 2.149), (73, 2.18), (72, 2.216), (71, 2.266), (70, 2.481), (69, 2.581), (68, 2.666), (67, 2.75), (66, 2.816), (65, 2.9), (64, 2.98), (63, 3.067), (62, 3.13), (61, 3.216), (60, 3.481), (59, 3.566), (58, 3.666), (57, 3.849), (56, 3.931), (55, 4.13), (54, 4.217), (53, 4.5), (52, 4.581), (51, 4.899), (50, 5.28), (49, 5.35), (50, 5.799), (50, 6.265)]	13:51:28.653366	2960.656
50	32	male	14	Probraum	verzweifelt	89	6.995	[(None, 0.0), (89, 6.995)]	04/07/22:14:34:24.245054	5536.25
50	32	male	14	Probraum	traurig	0	8.034	[(None, 0.0), (89, 0.004), (88, 2.216), (87, 2.302), (86, 2.366), (85, 2.452), (84, 2.535), (83, 2.616), (82, 2.702), (81, 2.766), (80, 2.866), (79, 2.935), (78, 3.016), (77, 3.101), (76, 3.166), (75, 3.201), (74, 3.234), (73, 3.267), (72, 3.316), (71, 3.35), (70, 3.384), (69, 3.416), (68, 3.466), (67, 3.501), (66, 3.516), (65, 3.566), (64, 3.602), (63, 3.635), (62, 3.665), (61, 3.701), (60, 3.752), (59, 3.784), (58, 3.815), (57, 3.851), (56, 3.901), (55, 3.916), (54, 3.966), (53, 4.001), (52, 4.035), (51, 4.066), (50, 4.116), (49, 4.151), (48, 4.185), (47, 4.216), (46, 4.251), (45, 4.285), (44, 4.334), (43, 4.366), (42, 4.401), (41, 4.434), (40, 4.466), (39, 4.501), (38, 4.552), (37, 4.584), (36, 4.601), (35, 4.651), (34, 4.684), (33, 4.735), (32, 4.751), (31, 4.801), (30, 4.835), (29, 4.866), (28, 4.901), (27, 4.935), (26, 4.985), (25, 5.001), (24, 5.035), (23, 5.085), (22, 5.116), (21, 5.151), (20, 5.185), (19, 5.215), (18, 5.735), (17, 5.802), (16, 5.885), (15, 5.966), (14, 6.062), (13, 6.134), (12, 6.201), (11, 6.285), (10, 6.366), (9, 6.453), (8, 6.552), (7, 6.601), (6, 6.703), (5, 6.751), (4, 6.784), (3, 7.335), (2, 7.435), (1, 7.501), (0, 7.602), (0, 8.034)]	04/07/22:14:34:24.245054	5536.25
50	32	male	14	Probraum	gestresst	67	5.984	[(None, 0.0), (0, 0.004), (1, 2.051), (2, 2.135), (3, 2.215), (4, 2.301), (5, 2.366), (6, 2.466), (7, 2.551), (8, 2.634), (9, 2.701), (10, 2.784), (11, 2.834), (12, 2.884), (13, 2.915), (14, 2.951), (15, 2.984), (16, 3.019), (17, 3.065), (18, 3.1), (19, 3.115), (20, 3.166), (21, 3.201), (22, 3.234), (23, 3.265), (24, 3.316), (25, 3.351), (26, 3.384), (27, 3.415), (28, 3.45), (29, 3.501), (30, 3.516), (31, 3.55), (32, 3.601), (33, 3.634), (34, 3.665), (35, 3.7), (36, 3.751), (37, 3.784), (38, 3.801), (39, 3.851), (40, 3.884), (41, 3.915), (42, 3.951), (43, 4.001), (44, 4.034), (45, 4.065), (46, 4.1), (47, 4.134), (48, 4.185), (49, 4.201), (50, 4.25), (51, 4.284), (52, 4.315), (53, 4.35), (54, 4.401), (55, 4.416), (56, 4.466), (57, 4.501), (58, 4.534), (59, 4.565), (60, 4.616), (61, 5.085), (62, 5.166), (63, 5.252), (64, 5.316), (65, 5.401), (66, 5.485), (67, 5.566), (67, 5.984)]	04/07/22:14:34:24.245054	5536.25
