ID	age	sex	investigator	location	emotion	responserating	RTrating	choiceHistory	current_time	coreTrialStart
42	43	male	8	Probraum	awarelayers3__0001s_0002_Op_Gun.png	52	7.505	[(None, 0.0), (52, 7.505)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awarelayers3__0001s_0004_Op_HandBack.png	58	0.441	[(None, 0.0), (52, 0.003), (53, 0.013), (54, 0.108), (55, 0.174), (56, 0.275), (57, 0.339), (58, 0.441)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awarelayers3__0001s_0003_Op_Phone.png	4	12.97	[(None, 0.0), (4, 12.97)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awarecontrolguy.png	18	7.692	[(None, 0.0), (4, 0.003), (3, 3.324), (2, 3.412), (1, 3.725), (0, 3.811), (1, 4.574), (2, 4.66), (3, 4.744), (4, 4.824), (5, 4.894), (6, 4.975), (7, 5.06), (8, 5.144), (9, 5.211), (10, 5.309), (11, 5.375), (12, 5.444), (13, 5.493), (14, 5.509), (15, 5.56), (16, 5.594), (17, 5.644), (18, 5.672), (19, 5.695), (20, 5.742), (21, 5.774), (22, 5.81), (21, 6.111), (20, 6.174), (19, 6.26), (18, 6.344), (18, 7.692)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareguycaro.png	53	3.451	[(None, 0.0), (18, 0.003), (19, 1.038), (20, 1.121), (21, 1.202), (22, 1.271), (23, 1.355), (24, 1.44), (25, 1.521), (26, 1.603), (27, 1.687), (28, 1.771), (29, 1.852), (30, 1.92), (31, 2.003), (32, 2.052), (33, 2.102), (34, 2.137), (35, 2.17), (36, 2.206), (37, 2.239), (38, 2.27), (39, 2.32), (40, 2.352), (41, 2.387), (42, 2.437), (43, 2.452), (44, 2.486), (45, 2.537), (46, 2.57), (47, 2.602), (48, 2.636), (49, 2.687), (50, 2.72), (51, 2.752), (52, 2.787), (53, 2.82), (53, 3.451)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareSave_gun.png	68	2.984	[(None, 0.0), (53, 0.003), (54, 1.621), (55, 1.665), (56, 1.751), (57, 1.835), (58, 1.916), (59, 2.001), (60, 2.085), (61, 2.166), (62, 2.251), (63, 2.334), (64, 2.401), (65, 2.485), (66, 2.565), (67, 2.652), (68, 2.684), (68, 2.984)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareSave_phone.png	7	4.523	[(None, 0.0), (68, 0.003), (69, 1.409), (68, 1.44), (67, 1.523), (66, 1.59), (65, 1.673), (64, 1.754), (63, 1.84), (62, 1.924), (61, 2.004), (60, 2.089), (59, 2.173), (58, 2.254), (57, 2.323), (56, 2.404), (55, 2.473), (54, 2.504), (53, 2.543), (52, 2.575), (51, 2.623), (50, 2.654), (49, 2.689), (48, 2.723), (47, 2.754), (46, 2.789), (45, 2.823), (44, 2.873), (43, 2.904), (42, 2.939), (41, 2.972), (40, 3.004), (39, 3.039), (38, 3.09), (37, 3.122), (36, 3.154), (35, 3.189), (34, 3.222), (33, 3.273), (32, 3.304), (31, 3.34), (30, 3.372), (29, 3.423), (28, 3.44), (27, 3.49), (26, 3.523), (25, 3.554), (24, 3.589), (23, 3.623), (22, 3.654), (21, 3.704), (20, 3.739), (19, 3.773), (18, 3.804), (17, 3.854), (16, 3.873), (15, 3.904), (14, 3.954), (13, 3.99), (12, 4.022), (11, 4.054), (10, 4.089), (9, 4.14), (8, 4.172), (7, 4.204), (7, 4.523)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareyellow.PNG	0	10.891	[(None, 0.0), (7, 0.003), (6, 4.673), (5, 4.759), (4, 4.843), (3, 5.009), (2, 5.092), (1, 5.174), (0, 5.273), (0, 10.891)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareblack.PNG	36	25.181	[(None, 0.0), (0, 0.004), (1, 1.482), (2, 1.781), (3, 1.845), (4, 1.932), (5, 2.015), (6, 2.096), (7, 2.182), (8, 2.264), (9, 2.331), (10, 2.432), (11, 2.495), (12, 2.596), (13, 2.681), (14, 2.746), (15, 2.795), (16, 2.831), (17, 2.881), (18, 2.895), (19, 2.931), (20, 2.981), (21, 3.014), (22, 3.031), (23, 3.081), (24, 3.114), (25, 3.145), (26, 3.181), (27, 3.231), (28, 3.264), (29, 3.295), (30, 3.331), (31, 3.364), (32, 3.415), (33, 3.431), (32, 4.165), (31, 4.246), (30, 4.331), (29, 4.415), (28, 4.481), (27, 4.582), (26, 4.645), (27, 11.031), (28, 11.096), (29, 11.196), (30, 11.246), (31, 11.334), (32, 11.431), (33, 21.267), (34, 21.345), (35, 21.433), (36, 21.515), (37, 21.595), (38, 21.665), (39, 21.746), (40, 21.831), (41, 21.932), (42, 21.998), (43, 22.081), (44, 22.165), (45, 22.246), (44, 23.234), (43, 23.332), (42, 23.415), (41, 23.492), (40, 23.564), (39, 23.646), (38, 23.731), (37, 23.815), (36, 23.896), (36, 25.181)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	awareblue.PNG	64	4.149	[(None, 0.0), (36, 0.003), (35, 1.75), (34, 1.85), (33, 1.915), (32, 1.999), (33, 2.299), (34, 2.366), (35, 2.449), (36, 2.53), (37, 2.616), (38, 2.7), (39, 2.765), (40, 2.866), (41, 2.949), (42, 3.03), (43, 3.099), (44, 3.18), (45, 3.267), (46, 3.319), (47, 3.35), (48, 3.38), (49, 3.415), (50, 3.466), (51, 3.499), (52, 3.53), (53, 3.565), (54, 3.616), (55, 3.63), (56, 3.68), (57, 3.715), (58, 3.749), (59, 3.78), (60, 3.815), (61, 3.849), (62, 3.899), (63, 3.93), (64, 3.965), (64, 4.149)]	16:45:51.264857	2771.921
42	43	male	8	Probraum	furchtvoll	68	6.462	[(None, 0.0), (68, 6.462)]	03/23/22:17:25:42.419412	5163.078
42	43	male	8	Probraum	ängstlich	77	3.363	[(None, 0.0), (68, 0.004), (69, 2.229), (70, 2.315), (71, 2.413), (72, 2.463), (73, 2.563), (74, 2.647), (75, 2.728), (76, 2.796), (77, 2.878), (77, 3.363)]	03/23/22:17:25:42.419412	5163.078
